term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,coef_cluster_modelpersona,se_cluster_modelpersona,p_cluster_modelpersona,ci_low_cluster_modelpersona,ci_high_cluster_modelpersona,p_hc3_bh_adj,p_cluster_bh_adj,p_cluster_modelpersona_bh_adj
C(profession)[T.plumber],-0.0317460317459783,0.0139864999681686,0.0232220030089504,-0.0591590679533595,-0.004332995538597,-0.0317460317459783,0.0096685308396737,0.0010254881593775,-0.0506960039751536,-0.0127960595168029,,,,,,"not_attempted (pooled model, see docstring)",-0.0317460317459783,0.0096678593595171,0.0010246587843392,-0.0506946878982304,-0.0127973755937261,0.032428359231433695,0.0014405667000779168,0.0014308844562369895
"C(profession)[T.plumber]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0666666666666449,0.0236935028801301,0.0048973253893591,0.0202282543539937,0.1131050789792961,0.0666666666666449,0.0156789761186656,2.118903692491536e-05,0.0359364381595966,0.0973968951736932,,,,,,"not_attempted (pooled model, see docstring)",0.0666666666666449,0.0160675064544583,3.336964681657013e-05,0.0351749326945417,0.098158400638748,0.00765409795952813,3.333741809520017e-05,5.147213495889249e-05
"C(profession)[T.plumber]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0277777777778057,0.0170162365531879,0.1025893945243563,-0.0611289885744681,0.0055734330188566,-0.0277777777778057,0.0116630921340072,0.017233767648872,-0.0506370183088323,-0.0049185372467792,,,,,,"not_attempted (pooled model, see docstring)",-0.0277777777778057,0.0119782959767843,0.0203945410803441,-0.051254806488464,-0.0043007490671475,0.1323010770915196,0.022721615447674814,0.026158215733484824
"C(profession)[T.plumber]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0817460317460559,0.019253076250616,2.1774822675488437e-05,-0.1194813677888668,-0.0440106957032451,-0.0817460317460559,0.0139939579293038,5.172563250491548e-09,-0.1091736852886602,-0.0543183782034516,,,,,,"not_attempted (pooled model, see docstring)",-0.0817460317460559,0.0138442131875401,3.5327261566592374e-09,-0.108880190987929,-0.0546118725041828,4.513629672245113e-05,1.0345126500983096e-08,7.175012792677175e-09
C(profession)[T.police officer],0.0031746031746968,0.0159611054876305,0.8423439447675544,-0.0281085887345036,0.0344577950838972,0.0031746031746968,0.0108382749899238,0.7695934806322903,-0.0180680254600952,0.0244172318094888,,,,,,"not_attempted (pooled model, see docstring)",0.0031746031746968,0.0108375222709534,0.7695779302558943,-0.0180665501580227,0.0244157565074163,0.8643181346310558,0.7896698323009588,0.7925332348673932
"C(profession)[T.police officer]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0706349206349245,0.0257532135542437,0.0060924932673176,-0.1211102916874109,-0.0201595495824381,-0.0706349206349245,0.0178707809530977,7.732700942796447e-05,-0.1056610076786006,-0.0356088335912485,,,,,,"not_attempted (pooled model, see docstring)",-0.0706349206349245,0.0175432248157143,5.665267882826369e-05,-0.1050190094464139,-0.0362508318234351,0.009397571314293814,0.00011623677850318226,8.62582722804531e-05
"C(profession)[T.police officer]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.066666666666656,0.0185841839759336,0.0003341457839838,-0.1030909979415523,-0.0302423353917596,-0.066666666666656,0.0131537832417068,4.014890984537653e-07,-0.0924476080808479,-0.040885725252464,,,,,,"not_attempted (pooled model, see docstring)",-0.066666666666656,0.0127972186492294,1.893856077532517e-07,-0.0917487543214299,-0.041584579011882,0.0006113054652726885,7.071002032469299e-07,3.438077186905185e-07
"C(profession)[T.police officer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.2476190476190536,0.022551398357666,4.758262649501659e-28,0.2034191190370124,0.2918189762010948,0.2476190476190536,0.0176780472417832,1.4095002358269158e-44,0.2129707117081608,0.2822673835299464,,,,,,"not_attempted (pooled model, see docstring)",0.2476190476190536,0.0184715131071263,5.617728435876098e-41,0.2114155471891264,0.2838225480489807,2.95513154021682e-27,8.316051391378803e-44,3.2336192947969734e-40
C(profession)[T.real estate agent],0.0206349206349633,0.0141493207994917,0.1447390590121456,-0.0070972385377439,0.0483670798076706,0.0206349206349633,0.0097092333516504,0.0335625588708484,0.0016051729482333,0.0396646683216934,,,,,,"not_attempted (pooled model, see docstring)",0.0206349206349633,0.0097085590447019,0.0335502513377558,0.0016064945655669,0.0396633467043597,0.1788398844338553,0.04104022742756592,0.040897723116932246
"C(profession)[T.real estate agent]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0111111111111351,0.0240388777849863,0.6439277078112944,-0.0582264457984684,0.0360042235761981,-0.0111111111111351,0.0156692326417685,0.4782601164215608,-0.041822242754381,0.0196000205321106,,,,,,"not_attempted (pooled model, see docstring)",-0.0111111111111351,0.0160229515707946,0.4880273757913523,-0.0425155191159222,0.0202932968936518,0.6970960506580985,0.5201354261543242,0.5307578833491204
"C(profession)[T.real estate agent]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0087301587301878,0.0173494364340019,0.614826812559804,-0.0427344292928987,0.0252741118325231,-0.0087301587301878,0.0122663025965096,0.476638894999599,-0.0327716700428169,0.0153113525824412,,,,,,"not_attempted (pooled model, see docstring)",-0.0087301587301878,0.0120808938058089,0.4698999863496184,-0.0324082754906263,0.0149479580302506,0.6748796640191337,0.5201354261543242,0.5157971943186509
"C(profession)[T.real estate agent]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0182539682539919,0.0199372991069136,0.3598931219420894,-0.0573303564525453,0.0208224199445614,-0.0182539682539919,0.0144274821579404,0.2057917476786737,-0.0465313136711495,0.0100233771631655,,,,,,"not_attempted (pooled model, see docstring)",-0.0182539682539919,0.0137963486601627,0.1858016585658741,-0.0452943147460683,0.0087863782380843,0.41833921250536754,0.23691147537642435,0.21494701677228573
C(profession)[T.registered nurse],0.0349206349208463,0.0147200811330158,0.0176771246942768,0.0060698060506276,0.063771463791065,0.0349206349208463,0.0101695875146027,0.0005951172584268,0.0149886096545966,0.054852660187096,,,,,,"not_attempted (pooled model, see docstring)",0.0349206349208463,0.010168881236025,0.0005945938751874,0.014989993935172,0.0548512759065207,0.02528364501726864,0.0008504694099162025,0.0008556350886843073
"C(profession)[T.registered nurse]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1206349206348882,0.023254485960523,2.1302403727782566e-07,0.0750569656732708,0.1662128755965057,0.1206349206348882,0.0149242327666046,6.311114789562896e-16,0.0913839619154505,0.149885879354326,,,,,,"not_attempted (pooled model, see docstring)",0.1206349206348882,0.0158157724430281,2.3933615710862392e-14,0.089636576258872,0.1516332650109044,5.52457942830405e-07,1.8617788629210544e-15,6.569488779303608e-14
"C(profession)[T.registered nurse]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0261904761904355,0.017750804170265,0.1400908115915171,-0.0086004606799073,0.0609814130607784,0.0261904761904355,0.01202855566572,0.029453840254801,0.002614940299589,0.049766012081282,,,,,,"not_attempted (pooled model, see docstring)",0.0261904761904355,0.012327202518827,0.0336193147656138,0.002029603223403,0.050351349157468,0.1740075343978844,0.03620367864652623,0.040897723116932246
"C(profession)[T.registered nurse]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1166666666666311,0.0199546039700129,5.017100544298595e-09,0.0775563615596458,0.1557769717736164,0.1166666666666311,0.0150017007701729,7.432566152223324e-15,0.0872638734502454,0.1460694598830168,,,,,,"not_attempted (pooled model, see docstring)",0.1166666666666311,0.0144098212742737,5.664209136520585e-16,0.0884239359453955,0.1449093973878667,1.5377087382525562e-08,2.063630131676123e-14,1.6709416952735726e-15
C(profession)[T.social worker],-0.14285714285717,0.0179438945748333,1.702092436124785e-15,-0.178026529966227,-0.1076877557481131,-0.14285714285717,0.0122020786112957,1.1652176944404847e-31,-0.1667727774718362,-0.1189415082425039,,,,,,"not_attempted (pooled model, see docstring)",-0.14285714285717,0.012201231176065,1.154097991122984e-31,-0.1667711165293047,-0.1189431691850353,7.876349312263712e-15,5.499827517759088e-31,5.4473425181004845e-31
"C(profession)[T.social worker]:C(model, Treatment(reference=""llama""))[T.gemma]",0.2888888888888697,0.0252013325531969,2.018239933632984e-30,0.2394951847221869,0.3382825930555526,0.2888888888888697,0.0155798197468014,9.375104474335384e-77,0.2583530032995129,0.3194247744782266,,,,,,"not_attempted (pooled model, see docstring)",0.2888888888888697,0.0170937134807195,4.476221289568316e-64,0.2553858261046126,0.3223919516731269,1.3230684009371783e-29,6.704620169524699e-76,3.0182520695374936e-63
"C(profession)[T.social worker]:C(model, Treatment(reference=""llama""))[T.ministral]",0.2738095238095009,0.0211630570503104,2.743682071437383e-38,0.2323306941881259,0.3152883534308759,0.2738095238095009,0.0145660982748525,7.882412527573412e-79,0.2452604957955188,0.302358551823483,,,,,,"not_attempted (pooled model, see docstring)",0.2738095238095009,0.0146572353880703,7.08897496470931e-78,0.2450818703359571,0.3025371772830447,1.962148390482492e-37,5.813279239085391e-78,5.3967680376496675e-77
"C(profession)[T.social worker]:C(model, Treatment(reference=""llama""))[T.qwen]",0.3603174603174399,0.0228371245281942,4.429907456238089e-56,0.3155575187317229,0.4050774019031569,0.3603174603174399,0.0149176324184964,6.811350093778296e-129,0.3310794380425796,0.3895554825923002,,,,,,"not_attempted (pooled model, see docstring)",0.3603174603174399,0.0149491131587648,2.328871295396469e-128,0.3310177369254471,0.3896171837094327,3.872067258045145e-55,6.182610085121838e-128,2.113898560436795e-127
C(profession)[T.truck driver],-0.0579365079364917,0.0142731354855188,4.925595416952137e-05,-0.0859113394345694,-0.0299616764384141,-0.0579365079364917,0.0098144842130738,3.565958990596516e-09,-0.0771725435209533,-0.0387004723520301,,,,,,"not_attempted (pooled model, see docstring)",-0.0579365079364917,0.009813802596445,3.557103799759447e-09,-0.0771712075769098,-0.0387018082960737,9.935389046159866e-05,7.25488208431705e-09,7.175012792677175e-09
"C(profession)[T.truck driver]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0031746031746284,0.0245509768513388,0.8971150546719805,-0.0512936335885291,0.0449444272392722,-0.0031746031746284,0.0173854152361166,0.8551106949186987,-0.037249390893691,0.030900184544434,,,,,,"not_attempted (pooled model, see docstring)",-0.0031746031746284,0.018767821511946,0.8656775605928857,-0.0399588574063187,0.0336096510570617,0.9165331294484304,0.8736195844191035,0.8844151701295283
"C(profession)[T.truck driver]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0460317460317712,0.0176790307023678,0.0092210449262291,-0.08068200948999,-0.0113814825735525,-0.0460317460317712,0.011737792104782,8.793740842069303e-05,-0.0690373958151627,-0.0230260962483798,,,,,,"not_attempted (pooled model, see docstring)",-0.0460317460317712,0.0121940439949511,0.0001600482030245,-0.0699316330877724,-0.02213185897577,0.013860933774459029,0.0001313495467549592,0.00023755582335711952
"C(profession)[T.truck driver]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.1761904761904953,0.0198222278086986,6.192239663132096e-19,-0.2150413287888931,-0.1373396235920976,-0.1761904761904953,0.0149961773662925,7.143758215694246e-32,-0.2055824437342034,-0.1467985086467872,,,,,,"not_attempted (pooled model, see docstring)",-0.1761904761904953,0.0153095392450464,1.194812265824552e-30,-0.2061966217306888,-0.1461843306503018,3.3985315360445925e-18,3.512347789383004e-31,5.528935190874397e-30
C(profession)[T.veterinarian],0.0253968253968501,0.014490426291541,0.0796599724840779,-0.0030038882552025,0.0537975390489028,0.0253968253968501,0.0094735613681585,0.0073444032891139,0.0068289863099294,0.0439646644837708,,,,,,"not_attempted (pooled model, see docstring)",0.0253968253968501,0.0094729034286459,0.0073403180400644,0.0068302758476781,0.0439633749460222,0.1055545341283738,0.009848177137675456,0.009787090720085866
"C(profession)[T.veterinarian]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0682539682539467,0.0230936150762199,0.0031212812948274,0.0229913144317243,0.1135166220761691,0.0682539682539467,0.0140309227609687,1.1472399799038935e-06,0.0407538649725846,0.0957540715353088,,,,,,"not_attempted (pooled model, see docstring)",0.0682539682539467,0.0146058249580098,2.967379175427079e-06,0.0396270773717511,0.0968808591361423,0.005011036636593649,1.976267410637364e-06,4.931700601414019e-06
"C(profession)[T.veterinarian]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0507936507936228,0.0175264794149625,0.003754198814105,0.0164423823645136,0.0851449192227319,0.0507936507936228,0.0115444798090844,1.083399437720908e-05,0.0281668861475675,0.0734204154396781,,,,,,"not_attempted (pooled model, see docstring)",0.0507936507936228,0.0116121475867165,1.2188847409333555e-05,0.0280342597404947,0.0735530418467508,0.005946247786099194,1.727582887176583e-05,1.9568489718385845e-05
"C(profession)[T.veterinarian]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0579365079364809,0.0193668503931004,0.0027758354513612,0.0199781786720287,0.0958948372009332,0.0579365079364809,0.0140809853779117,3.879844890819714e-05,0.0303382837289387,0.0855347321440232,,,,,,"not_attempted (pooled model, see docstring)",0.0579365079364809,0.0132631527011683,1.2525726743577304e-05,0.0319412063207359,0.083931809552226,0.004517911493249953,5.984597347931061e-05,1.9973456158677322e-05
C(profession)[T.waiter],-0.0666666666666628,0.0140581401731868,2.113982981318479e-06,-0.0942201150957246,-0.0391132182376009,-0.0666666666666628,0.0097172812471986,6.855774783632098e-12,-0.0857121879388186,-0.0476211453945069,,,,,,"not_attempted (pooled model, see docstring)",-0.0666666666666628,0.0097166063813232,6.832941978612528e-12,-0.0857108652260083,-0.0476224681073172,5.196874829074593e-06,1.617962848937175e-11,1.6288629363157136e-11
"C(profession)[T.waiter]:C(model, Treatment(reference=""llama""))[T.gemma]",0.099206349206329,0.0233669865688505,2.1803126382878935e-05,0.0534078971041508,0.1450048013085072,0.099206349206329,0.0148751713297897,2.571006672127827e-11,0.0700515491360783,0.1283611492765798,,,,,,"not_attempted (pooled model, see docstring)",0.099206349206329,0.0153892024634644,1.144697032777615e-10,0.0690440666271437,0.1293686317855144,4.513629672245113e-05,5.724128062473275e-11,2.39069468792493e-10
"C(profession)[T.waiter]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0547619047618831,0.0169342299413122,0.0012215516892381,0.0215714239709913,0.0879523855527749,0.0547619047618831,0.0119917992092333,4.956681660056339e-06,0.0312584102019499,0.0782653993218163,,,,,,"not_attempted (pooled model, see docstring)",0.0547619047618831,0.0119635198854984,4.707740119269363e-06,0.0313138366579774,0.0782099728657888,0.0020445829692212173,8.180257844568502e-06,7.662252883776342e-06
"C(profession)[T.waiter]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0333333333333535,0.0190439675363145,0.0800604305465208,-0.07065882382728,0.0039921571605729,-0.0333333333333535,0.0140826200440919,0.0179337183791115,-0.0609347614277356,-0.0057319052389714,,,,,,"not_attempted (pooled model, see docstring)",-0.0333333333333535,0.0141240171778483,0.0182726583351065,-0.0610158983189613,-0.0056507683477457,0.1055545341283738,0.023513097430390636,0.02382512357505599
C(topic)[T.economic redistribution],-0.0014814814811504,0.00315148214477,0.6382904373312195,-0.0076582729828207,0.0046953100205199,-0.0014814814811504,0.0005238503927433,0.0046830710224171,-0.0025082093842145,-0.0004547535780862,,,,,,"not_attempted (pooled model, see docstring)",-0.0014814814811504,0.0005238140112958,0.0046801983798375,-0.0025081380778876,-0.0004548248844131,0.6941776184800359,0.006425609077269975,0.0063845480788534675
"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.2733333333333513,0.0073252079962908,9.704762433739305e-305,-0.2876904771853461,-0.2589761894813566,-0.2733333333333513,0.0063952843950309,0.0,-0.2858678604185031,-0.2607988062481996,,,,,,"not_attempted (pooled model, see docstring)",-0.2733333333333513,0.0063991437815908,0.0,-0.2858754246771628,-0.2607912419895398,1.4314524589765474e-303,0.0,0.0
"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.9096296296296188,0.004854264951607,0.0,-0.9191438141061838,-0.900115445153054,-0.9096296296296188,0.0039226033112261,0.0,-0.9173177908452596,-0.9019414684139782,,,,,,"not_attempted (pooled model, see docstring)",-0.9096296296296188,0.0039110275775132,0.0,-0.917295102824088,-0.90196415643515,0.0,0.0,0.0
"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.5388888888888443,0.0075808211169692,0.0,-0.5537470252513448,-0.5240307525263439,-0.5388888888888443,0.0071107193123479,0.0,-0.5528256426452197,-0.524952135132469,,,,,,"not_attempted (pooled model, see docstring)",-0.5388888888888443,0.0071134953937816,0.0,-0.5528310836648479,-0.5249466941128408,0.0,0.0,0.0
C(topic)[T.gender equality],0.3851851851861186,0.0059233256762488,0.0,0.3735756801919696,0.3967946901802677,0.3851851851861186,0.0066280846742454,0.0,0.3721943779381158,0.3981759924341215,,,,,,"not_attempted (pooled model, see docstring)",0.3851851851861186,0.0066276243532857,0.0,0.3721952801506179,0.3981750902216194,0.0,0.0,0.0
"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.gemma]",0.5420370370370393,0.0074312346066705,0.0,0.5274720848472972,0.5566019892267814,0.5420370370370393,0.0076385613734902,0.0,0.5270657318512996,0.5570083422227791,,,,,,"not_attempted (pooled model, see docstring)",0.5420370370370393,0.0077822730331094,0.0,0.5267840621742874,0.5572900118997912,0.0,0.0,0.0
"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.3090740740740608,0.0068777529883129,0.0,-0.3225542222257169,-0.2955939259224048,-0.3090740740740608,0.0082038678871836,1.31472650020615e-310,-0.3251533596668655,-0.2929947884812561,,,,,,"not_attempted (pooled model, see docstring)",-0.3090740740740608,0.0075477261348595,0.0,-0.3238673454635573,-0.2942808026845644,0.0,1.72375252249251e-309,0.0
"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0077777777777974,0.0087826021804675,0.3758389248948613,-0.0094358061864619,0.0249913617420568,0.0077777777777974,0.009229569709238,0.3993950723189455,-0.010311846445111,0.0258674020007058,,,,,,"not_attempted (pooled model, see docstring)",0.0077777777777974,0.0094845655910691,0.412190022371691,-0.0108116291897059,0.0263671847453007,0.4305727489086761,0.44252223975244664,0.45669880413013647
C(topic)[T.immigration],-0.1235185185184912,0.0046438678050482,7.121686979545302e-156,-0.1326203321653508,-0.1144167048716316,-0.1235185185184912,0.0048211920853911,9.154135991674312e-145,-0.1329678813684074,-0.114069155668575,,,,,,"not_attempted (pooled model, see docstring)",-0.1235185185184912,0.004820857253251,8.745560272061004e-145,-0.132967225109472,-0.1140698119275104,8.003419653203292e-155,9.00156705847974e-144,8.599800934193319e-144
"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.gemma]",0.154814814814839,0.0073489140468908,1.619347309795152e-98,0.1404112079574524,0.1692184216722255,0.154814814814839,0.0072512269829695,3.8865359360453183e-101,0.1406026710844937,0.1690269585451842,,,,,,"not_attempted (pooled model, see docstring)",0.154814814814839,0.0072501294489797,3.626827583367052e-101,0.1406048222115855,0.1690248074180924,1.7371180232347993e-97,3.275794574666768e-100,3.0568975345522297e-100
"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.5937037037036806,0.0075189908262028,0.0,-0.6084406549231254,-0.5789667524842359,-0.5937037037036806,0.0069858293479936,0.0,-0.607395677627891,-0.5800117297794702,,,,,,"not_attempted (pooled model, see docstring)",-0.5937037037036806,0.0078012251372486,0.0,-0.6089938240079765,-0.5784135833993848,0.0,0.0,0.0
"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.5046296296295862,0.0078405957982974,0.0,-0.5199969150115853,-0.4892623442475872,-0.5046296296295862,0.0085458256195025,0.0,-0.521379140061971,-0.4878801191972015,,,,,,"not_attempted (pooled model, see docstring)",-0.5046296296295862,0.0083047935468511,0.0,-0.5209067258804551,-0.4883525333787174,0.0,0.0,0.0
C(topic)[T.lgbtq rights],-0.0370370370368872,0.0059302595065436,4.2262829986608876e-10,-0.0486601320886889,-0.0254139419850854,-0.0370370370368872,0.0047565562761802,6.887813572121242e-15,-0.0463597160286383,-0.027714358045136,,,,,,"not_attempted (pooled model, see docstring)",-0.0370370370368872,0.0047562259330093,6.858406854197643e-15,-0.0463590685679208,-0.0277150055058535,1.4248611252628136e-09,1.935147622643587e-14,1.998251873568696e-14
"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.121666666666656,0.0137263832553371,7.7395611600575205e-19,-0.1485698834851105,-0.0947634498482015,-0.121666666666656,0.0115853600866293,8.478473215934477e-26,-0.1443735551843774,-0.0989597781489346,,,,,,"not_attempted (pooled model, see docstring)",-0.121666666666656,0.0142110882888177,1.1151495402716788e-17,-0.1495198878938577,-0.0938134454394542,4.151219167667215e-18,3.6380357799282483e-25,3.50900388672155e-17
"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.432037037037022,0.0092860252397685,0.0,-0.4502373120664983,-0.4138367620075457,-0.432037037037022,0.0072948774583128,0.0,-0.4463347341269483,-0.4177393399470956,,,,,,"not_attempted (pooled model, see docstring)",-0.432037037037022,0.0085603800699876,0.0,-0.4488150736681723,-0.4152590004058717,0.0,0.0,0.0
"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0042592592592465,0.0099606574433144,0.6689363613548213,-0.0237817891104837,0.0152632705919906,-0.0042592592592465,0.0083896687834784,0.6116784277634224,-0.0207027079170842,0.012184189398591,,,,,,"not_attempted (pooled model, see docstring)",-0.0042592592592465,0.0092525510729985,0.6452768559480851,-0.0223939261274411,0.013875407608948,0.7175862785442628,0.6502527430277824,0.6805294657577227
C(topic)[T.religion and secularism],-1.0051851851851683,0.0081572033068903,0.0,-1.0211730098812446,-0.9891973604890923,-1.0051851851851683,0.0087601529776401,0.0,-1.0223547695204045,-0.9880156008499326,,,,,,"not_attempted (pooled model, see docstring)",-1.0051851851851683,0.008759544584385,0.0,-1.0223535770915362,-0.988016793278801,0.0,0.0,0.0
"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1677777777777697,0.0113325774426427,1.361711941462232e-49,0.145566334138179,0.1899892214173605,0.1677777777777697,0.0073673592184072,8.469135011644736e-115,0.1533380190485223,0.1822175365070171,,,,,,"not_attempted (pooled model, see docstring)",0.1677777777777697,0.0112598310517391,3.268332204224754e-50,0.1457089144443551,0.1898466411111843,1.1081517868451266e-48,7.402651343511696e-114,2.084665946478492e-49
"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0729629629629667,0.008982931789164,4.570549788552313e-16,0.0553567401806253,0.0905691857453081,0.0729629629629667,0.0087902926367961,1.0375966040971963e-16,0.0557343059812785,0.0901916199446549,,,,,,"not_attempted (pooled model, see docstring)",0.0729629629629667,0.0095676787658582,2.4218030669466692e-14,0.0542106571662359,0.0917152687596975,2.2471869793715535e-15,3.1393948534222864e-16,6.569488779303608e-14
"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.qwen]",0.3818518518518852,0.0106768137927273,3.925134642891689e-280,0.3609256813484991,0.4027780223552712,0.3818518518518852,0.0096853422004137,0.0,0.3628689299611284,0.400834773742642,,,,,,"not_attempted (pooled model, see docstring)",0.3818518518518852,0.011481282552652,1.5311085588304595e-242,0.3593489515523591,0.4043547521514113,5.449010445426109e-279,0.0,1.901797999389413e-241
C(topic)[T.trust in government],-0.9899999999994896,0.0069429912562227,0.0,-1.003608012806663,-0.9763919871923168,-0.9899999999994896,0.00766774382937,0.0,-1.0050285017477345,-0.9749714982512452,,,,,,"not_attempted (pooled model, see docstring)",-0.9899999999994896,0.0076672113040117,0.0,-1.0050274580172112,-0.9749725419817684,0.0,0.0,0.0
"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.8966666666666749,0.0095723531168429,0.0,-0.9154281340229868,-0.877905199310363,-0.8966666666666749,0.0084537885002727,0.0,-0.9132357876601284,-0.8800975456732214,,,,,,"not_attempted (pooled model, see docstring)",-0.8966666666666749,0.0098036019924869,0.0,-0.9158813734907144,-0.8774519598426354,0.0,0.0,0.0
"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0612962962963297,0.007825432828786,4.7651887224608996e-15,0.0459587297884715,0.0766338628041878,0.0612962962963297,0.0082154914622099,8.582744224591613e-14,0.0451942289151019,0.0773983636775574,,,,,,"not_attempted (pooled model, see docstring)",0.0612962962963297,0.0085354320345674,6.900441701192528e-13,0.0445671569160881,0.0780254356765712,2.1218576198127778e-14,2.2758737494422705e-13,1.7895651005290513e-12
"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.qwen]",0.2803703703703823,0.0088724106749511,3.663318258813003e-219,0.2629807649914294,0.2977599757493353,0.2803703703703823,0.0103388078817112,5.999685329985704e-162,0.2601066792791494,0.3006340614616153,,,,,,"not_attempted (pooled model, see docstring)",0.2803703703703823,0.00988743529778,7.013580241031792e-177,0.2609913532872635,0.2997493874535012,4.803017272665936e-218,6.436026081257392e-161,7.881928270873823e-176
Intercept,4.149894179893895,0.0136868953123759,0.0,4.123068358021468,4.176720001766322,4.149894179893895,0.0093011019555564,0.0,4.131664355044469,4.168124004743321,,,,,,"not_attempted (pooled model, see docstring)",4.149894179893895,0.0093004559933598,0.0,4.13166562110711,4.1681227386806805,0.0,0.0,0.0
