term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(profession)[T.computer programmer],0.0515873015873025,0.0124392572376714,3.3665891097366506e-05,0.0272068054070371,0.0759677977675678,0.0515873015873025,0.0099294834498605,2.0431736659874106e-07,0.0321258716404893,0.0710487315341157,0.0515873015781928,0.0129032666205623,6.387908074678029e-05,0.0262973637189727,0.0768772394374129,converged (default),4.590803331459069e-05,2.850939999052201e-07,8.855963467167267e-05
C(profession)[T.construction worker],-0.0190476190476848,0.0138102705098335,0.1678220734624529,-0.0461152518637142,0.0080200137683444,-0.0190476190476848,0.0139391149253705,0.1717861649727358,-0.0463677822777758,0.008272544182406,-0.0190476190567273,0.0129032666205623,0.1398940184643988,-0.0443375569159474,0.0062423188024927,converged (default),0.18646897051383654,0.19087351663637311,0.16101009672317598
C(profession)[T.doctor],0.1273809523809551,0.0126455985129693,7.261782401664626e-24,0.1025960347325818,0.1521658700293283,0.1273809523809551,0.0098997040717364,6.890000794271499e-38,0.1079778889427471,0.146784015819163,0.1273809523718449,0.0129032666205623,5.505981621524019e-23,0.1020910145126249,0.152670890231065,converged (default),1.74282777639951e-23,1.6536001906251597e-37,1.3994369954706881e-22
C(profession)[T.electrician],0.0380952380951616,0.0129029072968212,0.0031525920917792,0.0128060044975329,0.0633844716927903,0.0380952380951616,0.0112139598129574,0.0006809752250542,0.0161162807376855,0.0600741954526377,0.0380952380861298,0.0129032666205623,0.0031534317390551,0.0128053002269097,0.0633851759453498,converged (default),0.00411207664145113,0.00085121903131775,0.004274651912941358
C(profession)[T.elementary school teacher],0.1571428571428393,0.0125320247648208,4.5497891938437195e-36,0.1325805399504264,0.1817051743352522,0.1571428571428393,0.0105415203602099,2.966166959652522e-50,0.1364818568945321,0.1778038573911465,0.1571428571337501,0.0129032666205623,4.044924325041224e-34,0.13185291927453,0.1824327949929701,converged (default),1.4367755348980166e-35,9.36684303048165e-50,1.2986335990921824e-33
C(profession)[T.farmer],-0.0130952380952208,0.0153711771060359,0.394250374472652,-0.0432221916230379,0.0170317154325963,-0.0130952380952208,0.0138462016676412,0.344269007185603,-0.0402332946864762,0.0140428184960345,-0.0130952381043478,0.0129032666205623,0.3101641089699902,-0.0383851759635679,0.0121946997548722,converged (default),0.41500039418173895,0.36238842861642423,0.3378573337184505
C(profession)[T.flight attendant],0.1503968253968254,0.0126034094536815,7.962448960386655e-33,0.1256945967851979,0.175099054008453,0.1503968253968254,0.0105062453232592,1.7638259279804828e-46,0.129804962950495,0.1709886878431559,0.1503968253877153,0.0129032666205623,2.145664314633868e-31,0.1251068875284952,0.1756867632469353,converged (default),2.1715769891963607e-32,4.810434349037681e-46,6.232643961555522e-31
C(profession)[T.hairdresser],0.103571428571515,0.0126161452456949,2.2223111029140883e-16,0.0788442382662265,0.1282986188768034,0.103571428571515,0.0109532476345877,3.2064245681436377e-21,0.0821034576939745,0.1250393994490555,0.1035714285623193,0.0129032666205623,1.0008033557248324e-15,0.0782814907030992,0.1288613664215394,converged (default),4.444622205828177e-16,6.4128491362872755e-21,2.105138093077343e-15
C(profession)[T.janitor],-0.0023809523809824,0.0131803590939422,0.8566470412355048,-0.0282139815084142,0.0234520767464494,-0.0023809523809824,0.0121760455850862,0.8449671132369598,-0.0262455632018694,0.0214836584399046,-0.0023809523900644,0.0129032666205623,0.8536030078277219,-0.0276708902492845,0.0229089854691556,converged (default),0.8711664826123778,0.8592885897325016,0.8825387030083227
C(profession)[T.journalist],0.1035714285714597,0.0122119647126247,2.229908457411998e-17,0.0796364175542412,0.1275064395886783,0.1035714285714597,0.009856570720018,7.947963613305807e-26,0.0842529049491524,0.1228899521937671,0.1035714285623186,0.0129032666205623,1.000803355725294e-15,0.0782814907030985,0.1288613664215387,converged (default),4.6136037049903406e-17,1.6444062648218911e-25,2.105138093077343e-15
