term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(profession)[T.computer programmer],0.0453550999620222,0.011685142646515,0.0001038427007527,0.0224526412206397,0.0682575587034048,0.0453550999620222,0.0088712504136821,3.177650911614007e-07,0.0279677686533692,0.0627424312706753,0.045355099964812,0.0129274267196972,0.0004507430294801,0.0200178091814246,0.0706923907481993,converged (default),0.0001271543274522857,3.8910011162620494e-07,0.000549906495965722
C(profession)[T.construction worker],-0.1348235636237313,0.0137789581869187,1.309275767075345e-22,-0.1618298254145753,-0.1078173018328872,-0.1348235636237313,0.0107423515706766,3.9422835337566354e-36,-0.1558781858115249,-0.1137689414359376,-0.1348235636079716,0.0132325246089317,2.2249062715932373e-24,-0.1607588352660179,-0.1088882919499253,converged (default),3.021405616327719e-22,9.461480481015924e-36,5.6549701069661446e-24
C(profession)[T.doctor],0.2700529318522441,0.0130509589944073,4.0728248870521385e-95,0.2444735222594967,0.2956323414449915,0.2700529318522441,0.010590155336881,1.9524609025260031e-143,0.2492966088012727,0.2908092549032156,0.270052931853334,0.0125763191190276,2.7767429545725837e-102,0.2454037993219572,0.2947020643847107,converged (default),2.7152165913680925e-94,1.0649786741050928e-142,1.8820146692103067e-101
C(profession)[T.electrician],-0.0599241550166114,0.011987312707402,5.763890412514541e-07,-0.0834188561945387,-0.036429453838684,-0.0599241550166114,0.0096492160298321,5.289649527939525e-10,-0.078836270914129,-0.0410120391190937,-0.0599241549922603,0.0131145052972514,4.8934771496178485e-06,-0.085628113049933,-0.0342201969345877,converged (default),7.685187216686054e-07,7.052866037252699e-10,6.633380136148639e-06
C(profession)[T.elementary school teacher],0.1514173409341017,0.0122406864652991,3.798023389310778e-35,0.1274260363160685,0.175408645552135,0.1514173409341017,0.0097865538275187,5.363378751816664e-54,0.1322360478994023,0.1705986339688012,0.1514173409302776,0.0126885403102104,7.927488114411076e-33,0.1265482589058804,0.1762864229546748,converged (default),1.1394070167932335e-34,1.3991422830826077e-53,2.4178838748953784e-32
C(profession)[T.farmer],-0.0879565940828883,0.014093527177631,4.3500105904961437e-10,-0.1155793997661817,-0.060333788399595,-0.0879565940828883,0.0116248956429838,3.8422172967325535e-14,-0.1107409708671733,-0.0651722172986034,-0.0879565940696208,0.0131831814274057,2.5254840249499104e-11,-0.1137951548689934,-0.0621180332702483,converged (default),6.692323985378682e-10,5.6227570196086145e-14,4.054066461103803e-11
C(profession)[T.flight attendant],0.0663141276395647,0.0117457949333249,1.6443779261504946e-08,0.0432927926004548,0.0893354626786746,0.0663141276395647,0.0087729792117033,4.0647263614881214e-14,0.0491194043475076,0.0835088509316218,0.0663141276466997,0.0129143561632267,2.8227081819233074e-07,0.0410024546832524,0.091625800610147,converged (default),2.2944808271867367e-08,5.806751944983031e-14,4.0043069557516684e-07
C(profession)[T.hairdresser],-0.0750662853690259,0.0123015228650628,1.0462193982263039e-09,-0.099176827139545,-0.0509557435985068,-0.0750662853690259,0.0094320415637407,1.7393125806759384e-15,-0.0935527471346427,-0.0565798236034091,-0.0750662853750008,0.0130816356241945,9.563438350521111e-09,-0.1007058200572983,-0.0494267506927033,converged (default),1.5693290973394558e-09,2.675865508732213e-15,1.4584243484544696e-08
C(profession)[T.janitor],-0.2297335975441484,0.0127994300887762,4.9094649269093e-72,-0.2548200195407881,-0.2046471755475087,-0.2297335975441484,0.0101308677216752,7.626511766091772e-114,-0.2495897334107713,-0.2098774616775255,-0.2297335975390415,0.0132606196741125,3.0735832719939174e-67,-0.2557239345129853,-0.2037432605650976,converged (default),2.4547324634546495e-71,3.8132558830458857e-113,1.339204139940207e-66
C(profession)[T.journalist],0.1827590519016296,0.0123207300494795,8.90240243068562e-50,0.1586108647414093,0.20690723906185,0.1827590519016296,0.0090803817770313,4.2985118033019366e-90,0.1649618306527743,0.2005562731504849,0.1827590518997111,0.0127000521361771,5.943607469900815e-47,0.1578674071110229,0.2076506966883992,converged (default),3.338400911507107e-49,1.9839285246008938e-89,2.2660003478996853e-46
C(profession)[T.lawyer],0.26521863424005,0.0131037416945023,4.3590950368581934e-91,0.2395357724561096,0.2909014960239904,0.26521863424005,0.0098579927220187,1.976189146832289e-159,0.2458973235450353,0.2845399449350647,0.2652186342527095,0.0126100436012084,3.3192085116266177e-98,0.2405034029508611,0.2899338655545579,converged (default),2.615457022114916e-90,1.1857134880993735e-158,2.024717192092237e-97
C(profession)[T.mechanic],-0.1238319847537919,0.0126388401504741,1.1514040141450021e-22,-0.1486036562550801,-0.0990603132525038,-0.1238319847537919,0.010500989008621,4.271321901236604e-32,-0.1444135450127401,-0.1032504244948437,-0.1238319847416526,0.0131560325309467,4.841837619650392e-21,-0.1496173346817456,-0.0980466348015597,converged (default),2.763369633948005e-22,9.491826447192452e-32,1.135969595379515e-20
C(profession)[T.paramedic],0.0934101989553637,0.0121452928562109,1.4591882954466632e-14,0.0696058623754986,0.1172145355352289,0.0934101989553637,0.0086035523066302,1.8438195032153183e-27,0.076547546295262,0.1102728516154655,0.0934101989568776,0.0129164228111991,4.763043742875673e-13,0.0680944754378356,0.1187259224759196,converged (default),2.501465649337137e-14,3.6876390064306366e-27,8.301304809011887e-13
C(profession)[T.pharmacist],0.0642321689136292,0.012044550010334,9.666591208591769e-08,0.0406252846833829,0.0878390531438755,0.0642321689136292,0.0094345348681315,9.882969800363451e-12,0.045740820361204,0.0827235174660544,0.064232168916967,0.0129099610230776,6.511437416782027e-07,0.0389291102699188,0.0895352275640151,converged (default),1.318171528444332e-07,1.3476777000495616e-11,9.027220055084174e-07
C(profession)[T.plumber],-0.1154558330406249,0.0129413045218744,4.600196813839495e-19,-0.1408203238164642,-0.0900913422647855,-0.1154558330406249,0.0099220985826047,2.696705743607126e-31,-0.1349027889135861,-0.0960088771676636,-0.1154558330280863,0.0132267729630232,2.5704899636214477e-18,-0.1413798316673,-0.0895318343888727,converged (default),9.517648580357577e-19,5.778655164872413e-31,5.406892682100287e-18
C(profession)[T.police officer],0.2323679822943755,0.0149580924383093,2.0233085735080927e-54,0.2030506598378683,0.2616853047508827,0.2323679822943755,0.0138396302413469,2.886372982537229e-63,0.205242805461984,0.259493159126767,0.2323679822924379,0.0129320792449815,3.4488793641722776e-72,0.207021572727056,0.2577143918578198,converged (default),8.093234294032371e-54,1.0187198761896102e-62,1.7531803434542411e-71
C(profession)[T.real estate agent],0.0055782829424885,0.0133588533343225,0.6762600810499144,-0.0206045884675365,0.0317611543525135,0.0055782829424885,0.0094962565484022,0.5569222360870455,-0.0130340378803325,0.0241906037653095,0.0055782829382373,0.0130442950453566,0.6689120889302261,-0.0199880655543759,0.0311446314308506,converged (default),0.6762600810499144,0.5569222360870455,0.68006062374573
C(profession)[T.registered nurse],0.1492576748516634,0.0122201625156384,2.6153891933379926e-34,0.1253065964357856,0.1732087532675413,0.1492576748516634,0.0093256084469039,1.1764706660487702e-57,0.1309798181618091,0.1675355315415177,0.1492576748584464,0.0127401669674548,1.061386018334406e-31,0.1242874064452081,0.1742279432716847,converged (default),7.132879618194526e-34,3.361344760139344e-57,3.083073672304703e-31
C(profession)[T.social worker],0.2296408671319168,0.0125337838479543,5.549812662513624e-75,0.2050751021999164,0.2542066320639172,0.2296408671319168,0.008348434041591,1.4454615974782387e-166,0.2132782370830902,0.2460034971807433,0.2296408671394937,0.0125080696883513,2.7757107163096134e-75,0.2051255010342078,0.2541562332447795,converged (default),3.0271705431892496e-74,9.636410649854925e-166,1.5392577608626037e-74
C(profession)[T.truck driver],-0.2355454498614576,0.0135083893060266,4.323593591944629e-68,-0.2620214063904159,-0.2090694933324993,-0.2355454498614576,0.0119204793049086,6.615797469690256e-87,-0.2589091599775337,-0.2121817397453815,-0.2355454498497438,0.0132521391746814,1.120926387363026e-70,-0.2615191653502318,-0.2095717343492558,converged (default),1.995504734743675e-67,2.8353417727243953e-86,5.259731509934199e-70
C(profession)[T.veterinarian],0.0953506419520934,0.0119883562113985,1.8116207205619785e-15,0.0718538955439151,0.1188473883602716,0.0953506419520934,0.0089838800161477,2.5783224181224215e-26,0.0777425606790147,0.112958723225172,0.0953506419470248,0.0128548993900924,1.1939193951050917e-13,0.0701555021175576,0.1205457817764919,converged (default),3.39678885105371e-15,4.9903014544304926e-26,2.275908846919081e-13
C(profession)[T.waiter],-0.09695898550213,0.0123715458233876,4.6049452582862305e-15,-0.1212067697490567,-0.0727112012552032,-0.09695898550213,0.0099610921470816,2.16418786248347e-22,-0.1164823673570948,-0.0774356036471651,-0.0969589855004307,0.0131481630826366,1.6516491593311714e-13,-0.1227289116052577,-0.0711890593956037,converged (default),8.3726277423386e-15,3.710036335685948e-22,2.9632529035059254e-13
C(response_condition)[T.B_optional],-0.09576596192371,0.0055612607804213,1.8737518455455169e-66,-0.106665832761971,-0.0848660910854489,-0.09576596192371,0.0049283915789144,4.18098232848144e-84,-0.1054254319200928,-0.0861064919273271,-0.0957659620571122,0.0065624198265585,3.1081023337988415e-48,-0.1086280685685985,-0.0829038555456259,converged (default),8.030365052337929e-66,1.5678683731805398e-83,1.2639616157448623e-47
C(topic)[T.economic redistribution],-0.5529752990757372,0.0067662798292828,0.0,-0.5662369638504514,-0.5397136343010229,-0.5529752990757372,0.0070260154398558,0.0,-0.5667460362926771,-0.5392045618587973,-0.5529752990463156,0.0063510553134067,0.0,-0.5654231387244145,-0.5405274593682167,converged (default),0.0,0.0,0.0
C(topic)[T.gender equality],0.3427580952719463,0.0056761121196594,0.0,0.3316331199452024,0.3538830705986902,0.3427580952719463,0.0058434024051033,0.0,0.3313052370107689,0.3542109535331236,0.3427580953234774,0.0059570451487857,0.0,0.3310825013775783,0.3544336892693765,converged (default),0.0,0.0,0.0
C(topic)[T.immigration],-0.639029434379975,0.0060973993544457,0.0,-0.6509801175140464,-0.6270787512459035,-0.639029434379975,0.0065208041621935,0.0,-0.6518099756881133,-0.6262488930718366,-0.6390294343562933,0.0063751055343801,0.0,-0.6515244116013205,-0.6265344571112662,converged (default),0.0,0.0,0.0
C(topic)[T.lgbtq rights],-0.0226546149996856,0.0071431694639639,0.0015164999077996,-0.0366549698845211,-0.00865426011485,-0.0226546149996856,0.0071906338742295,0.001629506796854,-0.0367479984191892,-0.008561231580182,-0.0226546149864057,0.0061116285245291,0.0002098904512341,-0.0346331867813706,-0.0106760431914409,converged (default),0.0017498075859226153,0.0017776437783861819,0.0002612921943934714
C(topic)[T.religion and secularism],-0.6335716493926886,0.0066984870423183,0.0,-0.6467004427465408,-0.6204428560388364,-0.6335716493926886,0.007269979529541,0.0,-0.6478205474389326,-0.6193227513464447,-0.633571649369894,0.0063737688061173,0.0,-0.6460640066756688,-0.6210792920641192,converged (default),0.0,0.0,0.0
C(topic)[T.trust in government],-0.7205109158614533,0.00525304329478,0.0,-0.7308066915284519,-0.7102151401944548,-0.7205109158614533,0.0059962664464736,0.0,-0.7322633821382476,-0.7087584495846591,-0.7205109158377745,0.0063751055343801,0.0,-0.7330058930828016,-0.7080159385927474,converged (default),0.0,0.0,0.0
Group Var,,,,,,,,,,,8.303112561521785e-10,0.0043017433167416,0.9999998459944066,-0.0084312611412382,0.0084312628018607,converged (default),,,0.9999998459944066
Intercept,3.8728202463682018,0.0121948293596104,0.0,3.848918820025754,3.8967216727106497,3.8728202463682018,0.0094569433532905,0.0,3.854284977991916,3.8913555147444865,3.872820246309074,0.0128159506853671,0.0,3.847701444538113,3.897939048080035,converged (default),0.0,0.0,0.0
