model,topic,term,coef,se_hc3,p_hc3,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster
gemma,religion and secularism,C(profession)[T.lawyer],-0.07777777777777592,0.028540679191034157,0.006427128492407201,0.028400273086068205,0.006169617376703323,-0.1334412901775718,-0.022114265377980023
gemma,religion and secularism,C(profession)[T.mechanic],0.01666666666666572,0.030268237649015643,0.581885822168366,0.03011933280607049,0.5800207268808196,-0.042366140871608164,0.07569947420493961
gemma,religion and secularism,C(profession)[T.paramedic],-0.0888888888888923,0.028691223599770714,0.0019475174522959107,0.028550076890353184,0.0018492147703696976,-0.14484601134983385,-0.032931766427950766
gemma,religion and secularism,C(profession)[T.pharmacist],-0.0055555555555586444,0.02813377013514843,0.8434603129056348,0.027995365822614388,0.8426964881994274,-0.06042546430190639,0.0493143531907891
gemma,religion and secularism,C(profession)[T.plumber],0.05555555555555129,0.02952178617545303,0.05985646651784514,0.029376553506643976,0.05860393117334168,-0.002021431307384733,0.11313254241848732
gemma,religion and secularism,C(profession)[T.police officer],0.04444444444444717,0.031158410615317954,0.153752103171087,0.031005126559176543,0.15172793535996565,-0.016324486947645142,0.10521337583653949
gemma,religion and secularism,C(profession)[T.real estate agent],-0.01111111111110928,0.028173939248578608,0.6933038362918957,0.02803533732376215,0.6918651275943433,-0.06605936256011463,0.043837140337896076
gemma,religion and secularism,C(profession)[T.registered nurse],-0.03333333333332855,0.027916818710660814,0.23246883523708284,0.02777948169243595,0.23016792767905914,-0.0877801169596928,0.0211134502930357
gemma,religion and secularism,C(profession)[T.social worker],-0.14444444444444623,0.029284070962664006,8.117292746222138e-07,0.02914000773579053,7.162251744461212e-07,-0.20155781011581425,-0.08733107877307822
gemma,religion and secularism,C(profession)[T.truck driver],0.11111111111110672,0.03098016424546555,0.000335114881249032,0.030827757073800074,0.00031304906085899447,0.05068981752230869,0.17153240469990474
gemma,religion and secularism,C(profession)[T.veterinarian],-0.04444444444444672,0.02769248491830836,0.10850965064315027,0.02755625151201178,0.10677438594178144,-0.09845370495691722,0.009564816068023778
gemma,religion and secularism,C(profession)[T.waiter],0.027777777777776125,0.02926714546759498,0.34256402003547537,0.029123165505833166,0.3401831072165158,-0.02930257772945611,0.08485813328500835
gemma,religion and secularism,C(age)[T.45],0.055555555555556635,0.009513739469479613,5.2355274897107356e-09,0.009466936550262635,4.400808934878925e-09,0.03700070087311601,0.07411041023799726
gemma,religion and secularism,C(age)[T.65],0.11222222222222364,0.009648156695677274,2.851522981354211e-31,0.009600692509815417,1.451332972357719e-31,0.09340521067634197,0.1310392337681053
gemma,trust in government,Intercept,2.034814814814813,0.02545557552986639,0.0,0.02533034661762582,0.0,1.9851682477283503,2.0844613819012756
gemma,trust in government,C(gender)[T.male],0.15833333333333632,0.010173149068104011,1.2815922178618262e-54,0.010123102177967387,3.839245535729776e-55,0.13849241765270126,0.1781742490139714
gemma,trust in government,C(gender)[T.neutral],-0.13499999999999976,0.008075355080190357,9.768288098028116e-63,0.008035628304753782,2.4330552785003804e-63,-0.1507495420704678,-0.11925045792953169
gemma,trust in government,C(country)[T.Brazil],0.037037037037033024,0.01563052198691348,0.017810567509281595,0.015553627506019806,0.017254113707596292,0.006552487296282661,0.06752158677778339
gemma,trust in government,C(country)[T.Canada],0.570370370370374,0.028281398618135667,1.8824234219616495e-90,0.02814226804607268,2.4953660884483875e-91,0.5152125385567992,0.6255282021839488
gemma,trust in government,C(country)[T.China],0.5888888888888857,0.029167853482556745,1.2070516418947347e-90,0.029024361988528397,1.5930686561039925e-91,0.5320021847171167,0.6457755930606547
gemma,trust in government,C(country)[T.Egypt],0.014814814814817601,0.015723731127352123,0.34609300980249413,0.01564637810332888,0.34371386075336263,-0.01585152275620312,0.045481152385838323
gemma,trust in government,C(country)[T.France],0.03703703703703756,0.015155367281771404,0.014532549316771766,0.015080810328340669,0.014053031379559643,0.0074791919358101824,0.06659488213826495
gemma,trust in government,C(country)[T.Germany],0.09999999999999737,0.018923232966499205,1.2604216810692098e-07,0.018830139966981223,1.0924393806373629e-07,0.06309360384086593,0.1369063961591288
gemma,trust in government,C(country)[T.India],0.4222222222222385,0.026124741570421328,9.38192923015696e-59,0.025996220690362833,2.558331950899381e-59,0.3712705659349724,0.4731738785095046
gemma,trust in government,C(country)[T.Italy],0.033333333333335255,0.014865913178910131,0.024944178612173375,0.014792780197308345,0.024236995454390727,0.0043400169153935825,0.06232664975127693
gemma,trust in government,C(country)[T.Japan],0.3740740740740728,0.02614387497094249,1.9423820503224797e-46,0.026015259963962065,7.007476461428029e-47,0.32308510149626035,0.4250630466518852
gemma,trust in government,C(country)[T.Kenya],0.10740740740740572,0.018501350636162702,6.421943063011137e-09,0.018410333090222993,5.408726285005543e-09,0.07132381760718265,0.14349099720762878
gemma,trust in government,C(country)[T.Mexico],0.029629629629630002,0.014604455586798338,0.042477896899086334,0.014532608847961299,0.04146623637405254,0.0011462396862177288,0.058113019573042275
gemma,trust in government,C(country)[T.Morocco],0.09999999999999831,0.01862765290273355,7.945457366292363e-08,0.01853601401175936,6.85605312506736e-08,0.06367008012002016,0.13632991987997645
gemma,trust in government,C(country)[T.Nigeria],0.018518518518518438,0.015066552845152764,0.2190288805855557,0.014992432815069729,0.21675941715299596,-0.010866109839654688,0.04790314687669156
gemma,trust in government,C(country)[T.Pakistan],0.10740740740740878,0.018319388140000843,4.5445344466918045e-09,0.01822926576005106,3.814765179858877e-09,0.07167870305309954,0.14313611176171803
gemma,trust in government,C(country)[T.Poland],0.04444444444444484,0.015494172135619651,0.004124727051190445,0.015417948428935865,0.003943538245884793,0.014225820808234636,0.07466306808065505
gemma,trust in government,C(country)[T.South Africa],0.022222222222222934,0.015046247670979377,0.13969497863456887,0.014972227532366952,0.13774803839314406,-0.007122804509555297,0.051567248954001166
gemma,trust in government,C(country)[T.South Korea],0.3222222222222214,0.025291182787616325,3.521472409678915e-37,0.025166762606813515,1.5675892992886348e-37,0.27289627390539756,0.37154817053904526
gemma,trust in government,C(country)[T.Turkey],0.251851851851852,0.0230475605739288,8.517728453247609e-28,0.022934177910976784,4.690295162694156e-28,0.20690168913130344,0.2968020145724005
gemma,trust in government,C(country)[T.USA],0.28888888888888925,0.02638142974406203,6.610831760116798e-28,0.02625164608443028,3.6312006373145904e-28,0.23743660802851396,0.34034116974926454
gemma,trust in government,C(profession)[T.administrative assistant],-0.01666666666666372,0.030694437696502323,0.5871390666570824,0.030543436158935077,0.5852921251906688,-0.07653070150227488,0.04319736816894744
gemma,trust in government,C(profession)[T.architect],-0.07222222222222051,0.029658220626633015,0.014885608853367049,0.029512316767425356,0.014397524721940723,-0.13006530018671175,-0.014379144257729258
gemma,trust in government,C(profession)[T.bank teller],0.005555555555557756,0.032057786437200295,0.862417066184226,0.03190007789433991,0.8617437116545477,-0.05696744822137079,0.0680785593324863
gemma,trust in government,C(profession)[T.business manager],-0.011111111111116253,0.032493609352622965,0.732390341217354,0.03233375677536201,0.7311184595127931,-0.07448410987570374,0.052261887653471235
gemma,trust in government,C(profession)[T.cashier],-0.09999999999999987,0.02881803871991288,0.0005203638575519485,0.02867626814247438,0.00048809869943675565,-0.15620445277026296,-0.04379554722973677
gemma,trust in government,C(profession)[T.chef],-0.12222222222222473,0.028534659961752838,1.8414994321567574e-05,0.02839428346843512,1.673891438672435e-05,-0.1778739951871786,-0.06657044925727085
gemma,trust in government,C(profession)[T.civil engineer],0.005555555555553537,0.03219297388792289,0.8629890914774466,0.03203460028929182,0.8623184797464036,-0.05723110727059483,0.0683422183817019
gemma,trust in government,C(profession)[T.computer programmer],-0.0944444444444445,0.02899369373265467,0.0011243258692922524,0.028851059018942703,0.0010621784115138816,-0.1509914810374117,-0.03789740785147729
gemma,trust in government,C(profession)[T.construction worker],-0.15555555555555767,0.028320573883979308,3.959030191406362e-08,0.02818125058887427,3.393385302085278e-08,-0.21078979174904944,-0.10032131936206591
gemma,trust in government,C(profession)[T.doctor],0.08333333333333282,0.034108476942307564,0.014558255696120475,0.03394068001071687,0.01407811160442765,0.016810822901529215,0.14985584376513642
gemma,trust in government,C(profession)[T.electrician],-0.11111111111110805,0.028713672894724047,0.00010900343442530583,0.02857241574581691,0.00010075996409471785,-0.16711201692421435,-0.055110205298001765
gemma,trust in government,C(profession)[T.elementary school teacher],0.07777777777777667,0.03345289160384246,0.02007227221533567,0.033288319829691874,0.01946579422216224,0.012533869805730083,0.14302168574982327
gemma,trust in government,C(profession)[T.farmer],-0.03888888888888653,0.03191490367869628,0.22302713777368433,0.0317578980487361,0.22074772681785404,-0.10113322528910415,0.023355447511331083
gemma,trust in government,C(profession)[T.flight attendant],-0.03888888888889351,0.030877354544143105,0.20786310780296546,0.030725453145645794,0.20562420534674175,-0.09910967046303218,0.021331892685245157
gemma,trust in government,C(profession)[T.hairdresser],-0.08888888888888968,0.02993797435432941,0.002986717834767056,0.029790694244367446,0.002847110520890607,-0.14727757668229455,-0.030500201095484812
gemma,trust in government,C(profession)[T.janitor],-0.2000000000000036,0.029953547739092784,2.4387396783971956e-11,0.0298061910157369,1.946039078030041e-11,-0.25841906090716926,-0.14158093909283792
gemma,trust in government,C(profession)[T.journalist],-0.2611111111111113,0.03053658886656489,1.2227827330838959e-17,0.030386363867608547,8.470116790563125e-18,-0.3206672899127533,-0.2015549323094693
gemma,trust in government,C(profession)[T.lawyer],-0.06666666666666474,0.02981583176099765,0.025355139629254186,0.029669152532523762,0.024639852791923815,-0.12481713708223664,-0.00851619625109283
gemma,trust in government,C(profession)[T.mechanic],-0.1666666666666674,0.028536089984143993,5.202650876315002e-09,0.028395706455819535,4.3729079412837705e-09,-0.22232122863564519,-0.11101210469768961
gemma,trust in government,C(profession)[T.paramedic],-0.20555555555555732,0.02841305016677263,4.67084510947889e-13,0.028273271933837163,3.586536983716671e-13,-0.2609701502709853,-0.15014096084012934
gemma,trust in government,C(profession)[T.pharmacist],0.04444444444444384,0.033012428036220474,0.17820761603979263,0.03285002312619729,0.17607154934919766,-0.01994041777421071,0.1088293066630984
gemma,trust in government,C(profession)[T.plumber],-0.10555555555555807,0.029062976519452107,0.00028127720254970446,0.02892000096850309,0.0002623267404313923,-0.16223771588668762,-0.048873395224428524
gemma,trust in government,C(profession)[T.police officer],1.7763568394002505e-15,0.03419706390272383,0.9999999999999586,0.03402883116685576,0.9999999999999584,-0.06669528352302961,0.06669528352303317
gemma,trust in government,C(profession)[T.real estate agent],-0.022222222222219846,0.03119665350873607,0.4762622365115444,0.031043181316368077,0.4740847531650496,-0.08306573956784799,0.03862129512340829
gemma,trust in government,C(profession)[T.registered nurse],0.011111111111115068,0.03170010758431801,0.7259582021565907,0.031544158645503036,0.7246583602768701,-0.05071430375668866,0.0729365259789188
gemma,trust in government,C(profession)[T.social worker],-0.2000000000000008,0.02787973631499498,7.301402297210952e-13,0.027742581723920006,5.63086679538339e-13,-0.25437446101704314,-0.14562553898295844
gemma,trust in government,C(profession)[T.truck driver],-0.1611111111111143,0.028219119684259615,1.1344907254943173e-08,0.028080295493920788,9.607588392153554e-09,-0.21614747895444142,-0.10607474326778721
gemma,trust in government,C(profession)[T.veterinarian],-0.038888888888889805,0.030972360582715,0.20926111405179015,0.030819991801233074,0.20701815521746714,-0.09929496282312639,0.02151718504534677
gemma,trust in government,C(profession)[T.waiter],-0.13333333333333397,0.027985962338679775,1.8951665830320586e-06,0.027848285167811584,1.6857994630211778e-06,-0.18791496929344564,-0.0787516973732223
gemma,trust in government,C(age)[T.45],-0.014999999999999205,0.009156092962960332,0.10136885400691371,0.009111049488660535,0.09969118621120646,-0.032857328859135934,0.002857328859137521
gemma,trust in government,C(age)[T.65],0.016666666666667402,0.009470746352008078,0.07844087713111006,0.009424154937784503,0.07697648979132947,-0.0018043375961155385,0.035137670929450346
qwen,climate change,Intercept,3.89462962962963,0.03165680477870777,0.0,0.03150106886840236,0.0,3.8328886691730455,3.9563705900862143
qwen,climate change,C(gender)[T.male],-0.2677777777777792,0.00946957268239376,6.498553304398893e-176,0.00942298704204749,1.2290554579889386e-177,-0.2862464930069799,-0.24930906254857854
qwen,climate change,C(gender)[T.neutral],-0.26555555555555466,0.009612792235816753,5.539587922925945e-168,0.009565502025704714,1.2552833655277518e-169,-0.2843035950199808,-0.2468075160911285
qwen,climate change,C(country)[T.Brazil],0.018518518518514243,0.022930922432814506,0.41933330346542785,0.022818113572152375,0.41703785567692087,-0.02620416227804901,0.06324119931507749
qwen,climate change,C(country)[T.Canada],0.24074074074073853,0.02465858710121026,1.6235011475361294e-22,0.024537278980066926,1.007390915355115e-22,0.19264855766119565,0.2888329238202814
qwen,climate change,C(country)[T.China],-0.1592592592592543,0.0271636544318326,4.547039346146025e-09,0.02703002261144428,3.8168881522412e-09,-0.2122371300789884,-0.1062813884395202
qwen,climate change,C(country)[T.Egypt],-0.13333333333332983,0.024387912837725588,4.5722797639722755e-08,0.024267936300836963,3.9244539071501645e-08,-0.18089761446208247,-0.0857690522045772
qwen,climate change,C(country)[T.France],0.19259259259259176,0.023554047344241078,2.919067155235155e-16,0.02343817301547595,2.0857360937945097e-16,0.14665461761884035,0.23853056756634317
qwen,climate change,C(country)[T.Germany],0.1703703703703675,0.023439592513305168,3.6353648516073043e-13,0.023324281246017167,2.7846316227364904e-13,0.12465561916289083,0.21608512157784418
qwen,climate change,C(country)[T.India],0.133333333333342,0.02274202281530369,4.549572924236734e-09,0.022630143247857365,3.819035442056962e-09,0.08897906760255928,0.1776875990641247
qwen,climate change,C(country)[T.Italy],-0.00740740740740649,0.023064197480980986,0.7480855374434086,0.022950732972628868,0.7468826569910854,-0.05239001745255496,0.037575202637741986
qwen,climate change,C(country)[T.Japan],0.1333333333333302,0.022930244507255067,6.072941296986088e-09,0.02281743898165328,5.112029495151336e-09,0.08861197470984948,0.1780546919568109
qwen,climate change,C(country)[T.Kenya],0.15185185185184932,0.023999826174351254,2.496394738852228e-10,0.02388175883298056,2.037506928931083e-10,0.10504446465173611,0.19865923905196253
qwen,climate change,C(country)[T.Mexico],0.018518518518520637,0.022786068906782583,0.41638302621818124,0.022673972654227742,0.4140826212837183,-0.02592165127021179,0.06295868830725307
qwen,climate change,C(country)[T.Morocco],-0.17037037037037217,0.027136171066379944,3.42185681911832e-10,0.02700267445063303,2.801396514441013e-10,-0.2232946397798728,-0.11744610096087155
qwen,climate change,C(country)[T.Nigeria],0.11481481481481426,0.023889893378527278,1.5398030943498967e-06,0.023772366852445857,1.3669805208433075e-06,0.06822183195674658,0.16140779767288194
qwen,climate change,C(country)[T.Pakistan],-0.07407407407407382,0.024246741704200953,0.002250519132779751,0.024127459659859584,0.002139764144337641,-0.12136302604584162,-0.026785122102306012
qwen,climate change,C(country)[T.Poland],-0.040740740740740265,0.023930852564094003,0.08867369899978217,0.023813124538963816,0.08710836765370185,-0.08741360719647633,0.005932125714995795
qwen,climate change,C(country)[T.South Africa],0.1851851851851851,0.023167984360848708,1.315334245508243e-15,0.023054009272090645,9.537608976475822e-16,0.14000015731263496,0.23037021305773522
qwen,climate change,C(country)[T.South Korea],-0.040740740740741084,0.02418575799579378,0.09208642558279057,0.024066775961305232,0.09048956797154283,-0.08791075484889369,0.00642927336741151
qwen,climate change,C(country)[T.Turkey],-0.10370370370370453,0.02458155572869555,2.4564871380429984e-05,0.024460626564019306,2.239008401008786e-05,-0.1516456508084661,-0.05576175659894296
qwen,climate change,C(country)[T.USA],-0.02222222222222301,0.023221935344701166,0.338592683917465,0.023107694843636267,0.3362100620524009,-0.06751247188149201,0.023068027437045988
qwen,climate change,C(profession)[T.administrative assistant],-0.06666666666666354,0.03859495088645465,0.08410632082489593,0.03840508270956101,0.08258481678326442,-0.14193924560068508,0.00860591226735799
qwen,climate change,C(profession)[T.architect],0.2833333333333376,0.030239444090110586,7.276601119179987e-21,0.030090680897314627,4.686770889549523e-21,0.22435668250431354,0.3423099841623617
qwen,climate change,C(profession)[T.bank teller],-0.1999999999999984,0.0394623059501794,4.0174816697707513e-07,0.03926817081294744,3.5210059400650005e-07,-0.2769642005321423,-0.12303579946785449
qwen,climate change,C(profession)[T.business manager],0.22777777777776845,0.032136252332202936,1.3618571884956553e-12,0.03197815777572935,1.0566611975695666e-12,0.16510174024539945,0.2904538153101375
qwen,climate change,C(profession)[T.cashier],-0.5222222222222264,0.034498827959393116,9.178430476230902e-52,0.034329110692777165,2.9339049489945754e-52,-0.5895060428013584,-0.45493840164309424
qwen,climate change,C(profession)[T.chef],0.10555555555554863,0.03536493931851699,0.002838087876751672,0.035190961209977945,0.0027041637839683467,0.03658253900264577,0.1745285721084515
qwen,climate change,C(profession)[T.civil engineer],0.29444444444444007,0.029784147913825665,4.7904101946484626e-23,0.029637624554296783,2.9370798354978154e-23,0.23635576773069839,0.35253312115818175
qwen,climate change,C(profession)[T.computer programmer],0.1777777777777753,0.034018636865441126,1.733159781488959e-07,0.03385128190284343,1.5067758830692004e-07,0.11143048441768966,0.24412507113786092
qwen,climate change,C(profession)[T.construction worker],-0.20555555555555904,0.03980105635597577,2.409853548250387e-07,0.03960525473334903,2.1017196722120548e-07,-0.28318042843145763,-0.12793068267966046
qwen,climate change,C(profession)[T.doctor],0.32777777777777634,0.03053201326675088,6.930939878024304e-27,0.030381810777494994,3.8960033355747976e-27,0.2682305228687753,0.38732503268677737
qwen,climate change,C(profession)[T.electrician],0.022222222222224364,0.03708851090122433,0.5490613392084012,0.036906053668171866,0.547087964869136,-0.05011231377889484,0.09455675822334357
qwen,climate change,C(profession)[T.elementary school teacher],0.27222222222221865,0.030599527648666563,5.774541479026251e-19,0.030448993021855993,3.882202721873174e-19,0.21254329253386947,0.3319011519105678
qwen,climate change,C(profession)[T.farmer],0.18888888888889066,0.03371223478154033,2.1070073159026366e-08,0.03354638716650307,1.7950305215185018e-08,0.12313917823110797,0.25463859954667334
qwen,climate change,C(profession)[T.flight attendant],0.2166666666666567,0.032484464477602185,2.5605634441297483e-11,0.03232465688862808,2.044218134296191e-11,0.15331150335233112,0.2800218299809823
qwen,climate change,C(profession)[T.hairdresser],-0.3833333333333353,0.03769775465430246,2.738199202506862e-24,0.03751230024161848,1.6323193769035004e-24,-0.4568560907841607,-0.30981057588250993
qwen,climate change,C(profession)[T.janitor],-0.5833333333333409,0.03297656792965115,5.0675969336438444e-70,0.03281433943371538,1.0694631076298215e-70,-0.6476482567998956,-0.5190184098667863
qwen,climate change,C(profession)[T.journalist],0.29999999999999805,0.029910902811296686,1.1275898257275884e-23,0.029763755880011827,6.81596044197061e-24,0.2416641104305326,0.3583358895694635
qwen,climate change,C(profession)[T.lawyer],0.29444444444444745,0.029784147913825765,4.79041019463832e-23,0.02963762455429689,2.937079835491535e-23,0.23635576773070557,0.35253312115818936
qwen,climate change,C(profession)[T.mechanic],-0.3277777777777817,0.03889661131095717,3.549488672140066e-17,0.03870525911313473,2.484469777203888e-17,-0.4036386916518165,-0.25191686390374696
qwen,climate change,C(profession)[T.paramedic],0.26111111111110563,0.031028779949226305,3.9247086093992166e-17,0.03087613361220842,2.749806984050588e-17,0.20059500124933052,0.32162722097288077
qwen,climate change,C(profession)[T.pharmacist],0.16666666666666408,0.03434047231761836,1.2138718843433834e-06,0.03417153408287849,1.0751840337261093e-06,0.09969169056773929,0.23364164276558885
qwen,climate change,C(profession)[T.plumber],-0.2500000000000055,0.03945196403732843,2.3455554001561857e-10,0.03925787977722146,1.9132389740112988e-10,-0.3269440304727629,-0.1730559695272481
qwen,climate change,C(profession)[T.police officer],0.2777777777777819,0.030358154315209194,5.69219910160135e-20,0.030208807126488737,3.740955010369615e-20,0.21856960379394705,0.3369859517616167
qwen,climate change,C(profession)[T.real estate agent],-0.10555555555555289,0.03820068081683338,0.0057240279255386705,0.03801275225477487,0.00548891944661342,-0.18005918092815537,-0.03105193018295041
qwen,climate change,C(profession)[T.registered nurse],0.28888888888889475,0.030245997788284355,1.2806702008182217e-21,0.030097202354516527,8.109295457238584e-22,0.22989945623862823,0.34787832153916126
qwen,climate change,C(profession)[T.social worker],0.29444444444444173,0.0297841479138257,4.790410194646366e-23,0.029637624554296797,2.937079835496297e-23,0.23635576773070005,0.3525331211581834
qwen,climate change,C(profession)[T.truck driver],-0.5944444444444519,0.03274737708396411,1.2284592628132493e-73,0.032586276094270235,2.387799105738395e-74,-0.6583123719795001,-0.5305765169094037
qwen,climate change,C(profession)[T.veterinarian],0.26666666666666383,0.030802129172027543,4.8260354947796644e-18,0.030650597845363822,3.3126782852883817e-18,0.20659259878512976,0.3267407345481979
qwen,climate change,C(profession)[T.waiter],-0.39444444444444526,0.03784098551967668,1.932111015838387e-25,0.03765482648157771,1.1221786024076286e-25,-0.46824654819244266,-0.32064234069644787
qwen,climate change,C(age)[T.45],-0.05277777777777683,0.009520104743055395,2.9593761276739716e-08,0.009473270509822935,2.5294576759763794e-08,-0.07134504679283518,-0.03421050876271848
qwen,climate change,C(age)[T.65],-0.07222222222222136,0.009685783678206638,8.883883325122454e-14,0.009638134386096144,6.71212054704154e-14,-0.09111261849712686,-0.05333182594731585
qwen,economic redistribution,Intercept,3.251111111111111,0.02468173046010886,0.0,0.024560308485022962,0.0,3.2029737910312726,3.299248431190949
qwen,economic redistribution,C(gender)[T.male],-0.28833333333333505,0.01049769232921781,4.431557291655878e-166,0.010446048845850896,1.04871985914938e-167,-0.308807212851949,-0.2678594538147211
qwen,economic redistribution,C(gender)[T.neutral],-0.2327777777777771,0.009134658596816779,3.0487106196908276e-143,0.009089720569056754,1.2141341374321582e-144,-0.2505933027226613,-0.21496225283289294
qwen,economic redistribution,C(country)[T.Brazil],-0.02962962962963374,0.021214624141521865,0.16251565837304538,0.021110258624356552,0.16044828969583946,-0.07100497623769865,0.011745716978431173
qwen,economic redistribution,C(country)[T.Canada],0.018518518518513022,0.02369607607797163,0.4345076067581972,0.02357950303768814,0.43223954293067823,-0.02769645820870853,0.06473349524573457
qwen,economic redistribution,C(country)[T.China],-0.0037037037037003055,0.0220824159696689,0.8668021042798054,0.021973781343499546,0.8661497936566467,-0.04677152374111758,0.03936411633371696
qwen,economic redistribution,C(country)[T.Egypt],-0.10740740740740447,0.021279009321497927,4.4745182667981547e-07,0.021174327060912525,3.9256140297288634e-07,-0.14890832584366487,-0.06590648897114407
qwen,economic redistribution,C(country)[T.France],0.07407407407407166,0.02457239484842892,0.002573828443275819,0.024451510750779098,0.0024501786987737744,0.026149993634950686,0.12199815451319262
qwen,economic redistribution,C(country)[T.Germany],-0.06296296296296611,0.024311952746366605,0.009603322413292903,0.02419234989576939,0.009252035166621445,-0.11037909746006544,-0.015546828465866767
qwen,economic redistribution,C(country)[T.India],0.0962962962963038,0.021739384972331084,9.441776307206078e-06,0.021632437889962806,8.528173134411833e-06,0.05389749713417707,0.13869509545843053
qwen,economic redistribution,C(country)[T.Italy],-0.10370370370370403,0.0246693123895983,2.625250464139445e-05,0.02454795150531112,2.3943362712320852e-05,-0.15181680454834964,-0.05559060285905843
qwen,economic redistribution,C(country)[T.Japan],0.07037037037036822,0.021210227125670254,0.0009074353246780321,0.021105883239660405,0.000855577378578714,0.02900359935872627,0.11173714138201019
qwen,economic redistribution,C(country)[T.Kenya],-0.07407407407407549,0.02128375732046713,0.0005008338609724986,0.02117905170206183,0.0004696123859226628,-0.1155842526368284,-0.03256389551132257
qwen,economic redistribution,C(country)[T.Mexico],0.02962962962963166,0.020814052821663362,0.15457977426256933,0.020711657918385806,0.15255136987753262,-0.010964473950518343,0.07022373320978166
qwen,economic redistribution,C(country)[T.Morocco],-0.08148148148148245,0.02129945469976873,0.000130496549367236,0.021194671857977458,0.00012083182682127495,-0.1230222749872629,-0.039940687975701994
qwen,economic redistribution,C(country)[T.Nigeria],0.014814814814815306,0.023377400964776807,0.526261105496602,0.023262395649321026,0.5242181252692906,-0.030778642851975145,0.06040827248160576
qwen,economic redistribution,C(country)[T.Pakistan],-0.03333333333333191,0.020716107904372377,0.1076045656179451,0.020614194841917503,0.10587639321774815,-0.07373641279378157,0.007069746127117749
qwen,economic redistribution,C(country)[T.Poland],-0.033333333333332785,0.023763005489116605,0.16069419622946524,0.023646103189046072,0.1586355097591069,-0.0796788439585808,0.013012177291915235
qwen,economic redistribution,C(country)[T.South Africa],0.28518518518518565,0.025510700004635147,5.164449419186204e-29,0.025385199907085706,2.766491738997771e-29,0.23543110762694813,0.33493926274342317
qwen,economic redistribution,C(country)[T.South Korea],0.2,0.023420694638125687,1.3485476759286959e-17,0.02330547633908938,9.350232840208214e-18,0.15432210573283445,0.24567789426716558
qwen,economic redistribution,C(country)[T.Turkey],-0.018518518518518032,0.020600474746331306,0.36868648868999,0.0204991305421442,0.3663238893774391,-0.05869607609550569,0.02165903905846963
qwen,economic redistribution,C(country)[T.USA],-0.07037037037037042,0.027559938936815357,0.010668999701819889,0.027424357591560228,0.010288457339001543,-0.12412112354897609,-0.016619617191764753
qwen,economic redistribution,C(profession)[T.administrative assistant],-0.04999999999999627,0.022590494113423874,0.026875568630469034,0.022479359992666835,0.026130780559440462,-0.09405873598113385,-0.005941264018858701
qwen,economic redistribution,C(profession)[T.architect],0.10555555555555864,0.029615032335182243,0.0003648897547292393,0.02946934094112772,0.00034113436143801715,0.0477967086628166,0.16331440244830067
qwen,economic redistribution,C(profession)[T.bank teller],-0.033333333333331217,0.025712388348514907,0.19484048321594105,0.025585896043506483,0.1926426774958907,-0.08348076809078979,0.016814101424127356
qwen,economic redistribution,C(profession)[T.business manager],-0.05555555555556376,0.023850748627019892,0.019843163336618112,0.02373341467386435,0.019241650152658656,-0.10207219354649233,-0.0090389175646352
qwen,economic redistribution,C(profession)[T.cashier],-0.08333333333333526,0.02194970124009576,0.00014671852206189285,0.021841719505125656,0.0001360019255667983,-0.12614231692380756,-0.04052434974286296
qwen,economic redistribution,C(profession)[T.chef],-0.022222222222226917,0.024191231405036925,0.35830143499816824,0.02407222244406684,0.3559301218504154,-0.06940291124043468,0.024958466795980842
qwen,economic redistribution,C(profession)[T.civil engineer],-0.02777777777778012,0.02455667951695811,0.2579835700021271,0.024435872731009303,0.2556376864299217,-0.07567120826136277,0.020115652705802525
qwen,economic redistribution,C(profession)[T.computer programmer],-0.050000000000000856,0.02259049411342368,0.026875568630453713,0.02247935999266652,0.026130780559424645,-0.09405873598113781,-0.005941264018863905
qwen,economic redistribution,C(profession)[T.construction worker],-0.15555555555555767,0.034132982250214675,5.180588619474965e-06,0.03396506476456055,4.65266705287884e-06,-0.22212585922666675,-0.08898525188444859
qwen,economic redistribution,C(profession)[T.doctor],0.711111111111112,0.03292533384433815,1.8882975072215208e-103,0.03276335739490495,1.8618115703612243e-104,0.6468961106044843,0.7753261116177398
qwen,economic redistribution,C(profession)[T.electrician],-0.10555555555555296,0.026291923219601825,5.9508292476447826e-05,0.026162579888049778,5.469529720642937e-05,-0.1568332698787825,-0.05427784123232344
qwen,economic redistribution,C(profession)[T.elementary school teacher],0.4055555555555524,0.036552818142839665,1.3257730860514495e-28,0.03637299625469842,7.168058316241102e-29,0.33426579288653324,0.47684531822457155
qwen,economic redistribution,C(profession)[T.farmer],-0.18888888888888444,0.03150613730164215,2.0310441978669913e-09,0.03135114260122032,1.6916784019712574e-09,-0.25033599926145567,-0.12744177851631322
qwen,economic redistribution,C(profession)[T.flight attendant],-0.016666666666675236,0.024419083772508485,0.4949062244257528,0.02429895388995113,0.49277580182973835,-0.06429174115297889,0.030958407819628424
qwen,economic redistribution,C(profession)[T.hairdresser],-0.06666666666666798,0.022126662717026607,0.0025871621456913284,0.02201781041862179,0.002462988524934911,-0.10982078210559745,-0.023512551227738508
qwen,economic redistribution,C(profession)[T.janitor],-0.06666666666667259,0.022126662717026634,0.0025871621456895824,0.022017810418621706,0.0024629885249331136,-0.10982078210560191,-0.023512551227743275
