profession,topic,coef_llama,rank_llama,rank_label_llama,coef_gemma,rank_gemma,rank_label_gemma,coef_qwen,rank_qwen,rank_label_qwen,coef_ministral,rank_ministral,rank_label_ministral,r2_llama,reliability_llama,r2_gemma,reliability_gemma,r2_qwen,reliability_qwen,r2_ministral,reliability_ministral
hairdresser,immigration,-0.0111111111111124,8.0,tied for rank 8,0.1055555555555527,7,rank 7,-0.0277777777777783,19,tied for rank 19,0.0166666666666654,15.0,rank 15,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
hairdresser,lgbtq rights,0.0277777777777752,11.0,tied for rank 11,0.2944444444444389,13,rank 13,0.0777777777777752,14,rank 14,0.111111111111108,12.0,tied for rank 12,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
hairdresser,religion and secularism,-4.440892098500626e-16,12.0,tied for rank 12,-0.0333333333333343,14,tied for rank 14,-0.0666666666666673,17,tied for rank 17,-1.3322676295501878e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
hairdresser,trust in government,-0.283333333333333,19.0,rank 19,-0.0888888888888896,13,rank 13,-0.0055555555555564,6,tied for rank 6,-1.3322676295501878e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
janitor,climate change,-8.055124505626096e-15,3.0,tied for rank 3,-0.066666666666675,18,rank 18,-0.5833333333333409,27,rank 27,-0.2444444444444519,12.0,rank 12,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
janitor,economic redistribution,,,,0.4055555555555478,4,tied for rank 4,-0.0666666666666725,19,tied for rank 19,-5.8886095298581606e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
janitor,gender equality,-0.2388888888888972,23.0,rank 23,-0.0055555555555652,7,tied for rank 7,-0.3611111111111189,23,rank 23,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
janitor,immigration,-0.2111111111111183,21.0,rank 21,-0.0888888888888968,22,rank 22,-0.0277777777777835,19,tied for rank 19,-0.1500000000000058,23.0,rank 23,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
janitor,lgbtq rights,-0.0833333333333411,20.0,tied for rank 20,-0.2000000000000078,26,rank 26,-0.4555555555555624,28,rank 28,-0.2166666666666738,23.0,tied for rank 23,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
janitor,religion and secularism,-0.0555555555555614,15.0,rank 15,0.0277777777777711,7,tied for rank 7,-0.1111111111111175,19,rank 19,-5.887782032864454e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
janitor,trust in government,-0.7000000000000046,24.0,rank 24,-0.2000000000000036,23,tied for rank 23,-0.0055555555555613,6,tied for rank 6,-0.0833333333333391,3.0,rank 3,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
journalist,climate change,0.0166666666666646,1.0,tied for rank 1,0.1222222222222206,4,rank 4,0.299999999999998,2,rank 2,0.0388888888888871,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
journalist,economic redistribution,,,,0.3999999999999992,5,rank 5,0.6277777777777771,4,rank 4,0.0777777777777783,2.0,rank 2,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
journalist,gender equality,0.1499999999999985,4.0,tied for rank 4,0.0555555555555553,1,tied for rank 1,0.1111111111111089,5,tied for rank 5,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
journalist,immigration,-0.0111111111111126,8.0,tied for rank 8,-0.0166666666666679,20,rank 20,0.0888888888888894,9,rank 9,0.1777777777777784,7.0,rank 7,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
journalist,lgbtq rights,0.1388888888888866,4.0,tied for rank 4,0.6499999999999964,2,rank 2,0.2944444444444423,3,rank 3,0.3222222222222199,1.0,tied for rank 1,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
journalist,religion and secularism,-0.4333333333333315,24.0,rank 24,-0.2333333333333322,23,rank 23,-0.116666666666666,20,rank 20,-0.0888888888888885,5.0,rank 5,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
journalist,trust in government,-0.8388888888888886,26.0,rank 26,-0.2611111111111113,25,rank 25,-0.0055555555555548,6,tied for rank 6,-0.0611111111111104,2.0,rank 2,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
lawyer,climate change,2.5164732569436253e-15,3.0,tied for rank 3,0.0166666666666692,11,tied for rank 11,0.2944444444444474,3,tied for rank 3,0.0388888888888915,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
lawyer,economic redistribution,,,,0.1166666666666692,21,rank 21,0.6777777777777819,3,rank 3,1.9214256856528354e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
lawyer,gender equality,0.1388888888888924,5.0,tied for rank 5,0.0500000000000032,2,tied for rank 2,0.1888888888888918,2,rank 2,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
lawyer,immigration,0.0222222222222251,6.0,rank 6,0.022222222222225,17,tied for rank 17,0.4000000000000031,1,rank 1,0.1666666666666691,8.0,rank 8,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
lawyer,lgbtq rights,0.1444444444444471,3.0,tied for rank 3,0.3833333333333356,8,rank 8,0.2833333333333362,4,rank 4,0.1555555555555572,10.0,tied for rank 10,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
lawyer,religion and secularism,-0.1111111111111088,18.0,rank 18,-0.0777777777777759,18,rank 18,0.088888888888891,2,tied for rank 2,-0.0111111111111091,3.0,rank 3,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
lawyer,trust in government,-0.166666666666664,12.0,rank 12,-0.0666666666666647,11,rank 11,-0.0055555555555531,6,tied for rank 6,1.9312579498336708e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
mechanic,climate change,-1.3322676295501878e-15,3.0,tied for rank 3,-0.0333333333333349,17,rank 17,-0.3277777777777817,23,rank 23,-0.2055555555555575,11.0,rank 11,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
mechanic,economic redistribution,,,,0.249999999999998,14,rank 14,-0.1333333333333357,24,tied for rank 24,-1.3322676295501878e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
mechanic,gender equality,-0.0055555555555582,15.0,rank 15,-0.0500000000000029,10,rank 10,-0.1722222222222251,20,rank 20,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
mechanic,immigration,-0.0888888888888905,15.0,tied for rank 15,0.0111111111111088,18,rank 18,-0.0333333333333349,20,tied for rank 20,-0.1388888888888908,21.0,tied for rank 21,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
mechanic,lgbtq rights,-0.0388888888888918,17.0,tied for rank 17,-0.0111111111111164,20,rank 20,-0.1666666666666698,22,rank 22,-0.1500000000000039,21.0,rank 21,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
mechanic,religion and secularism,-0.1222222222222226,19.0,rank 19,0.0166666666666657,8,rank 8,-0.0333333333333349,11,rank 11,-1.1102230246251563e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
mechanic,trust in government,-0.3666666666666676,22.0,rank 22,-0.1666666666666674,22,rank 22,-0.0055555555555568,6,tied for rank 6,-1.1102230246251563e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
paramedic,climate change,-4.8210393677435305e-15,3.0,tied for rank 3,0.0555555555555505,7,tied for rank 7,0.2611111111111056,9,rank 9,0.0388888888888841,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
paramedic,economic redistribution,,,,0.3944444444444392,6,rank 6,0.2777777777777735,8,rank 8,-3.6223114457601795e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
paramedic,gender equality,0.1888888888888835,2.0,tied for rank 2,0.0555555555555496,1,tied for rank 1,0.0444444444444392,9,tied for rank 9,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
paramedic,immigration,-0.0722222222222264,13.0,rank 13,0.1611111111111059,6,rank 6,-0.027777777777781,19,tied for rank 19,0.038888888888885,14.0,rank 14,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
paramedic,lgbtq rights,0.144444444444439,3.0,tied for rank 3,0.399999999999993,7,rank 7,0.1388888888888837,12,rank 12,0.1999999999999944,7.0,rank 7,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
paramedic,religion and secularism,-0.2666666666666691,23.0,rank 23,-0.0888888888888923,20,rank 20,-0.022222222222226,10,rank 10,-3.554070286177031e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
paramedic,trust in government,-0.3944444444444464,23.0,rank 23,-0.2055555555555573,24,rank 24,-0.0055555555555588,6,tied for rank 6,-3.637142348060934e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
pharmacist,climate change,-3.1086244689504387e-15,3.0,tied for rank 3,0.022222222222219,10,tied for rank 10,0.166666666666664,14,rank 14,0.038888888888886,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
pharmacist,economic redistribution,,,,0.1277777777777744,20,rank 20,0.0555555555555529,10,rank 10,-2.886579864025407e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
pharmacist,gender equality,0.0833333333333308,8.0,rank 8,0.0499999999999962,2,tied for rank 2,0.0055555555555533,12,rank 12,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
pharmacist,immigration,-0.0333333333333354,11.0,tied for rank 11,0.0722222222222188,11,rank 11,0.0333333333333312,13,rank 13,0.0944444444444418,12.0,tied for rank 12,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
pharmacist,lgbtq rights,0.0833333333333301,6.0,tied for rank 6,0.1999999999999957,15,rank 15,0.1499999999999972,11,rank 11,0.1555555555555519,10.0,tied for rank 10,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
pharmacist,religion and secularism,0.0555555555555526,5.0,rank 5,-0.0055555555555586,11,tied for rank 11,0.0166666666666641,5,rank 5,-2.6645352591003757e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
pharmacist,trust in government,0.0888888888888876,1.0,rank 1,0.0444444444444438,3,rank 3,-0.0055555555555577,6,tied for rank 6,-2.6645352591003757e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
plumber,climate change,-5.4242251971750176e-15,3.0,tied for rank 3,-0.0111111111111164,15,tied for rank 15,-0.2500000000000055,22,rank 22,-0.1777777777777832,10.0,rank 10,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
plumber,economic redistribution,,,,0.3111111111111065,10,rank 10,-0.1333333333333367,24,tied for rank 24,-3.981707359728664e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
plumber,gender equality,-0.0111111111111166,16.0,rank 16,-0.0444444444444512,9,rank 9,-0.1611111111111169,19,tied for rank 19,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
plumber,immigration,-0.0333333333333381,11.0,tied for rank 11,0.0999999999999947,8,rank 8,-0.0222222222222259,18,rank 18,-0.1388888888888933,21.0,tied for rank 21,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
plumber,lgbtq rights,-0.0222222222222276,15.0,tied for rank 15,-0.0611111111111171,22,rank 22,-0.227777777777783,23,rank 23,-0.09444444444445,19.0,tied for rank 19,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
plumber,religion and secularism,-0.0277777777777815,14.0,tied for rank 14,0.0555555555555512,4,rank 4,0.0055555555555513,7,tied for rank 7,-0.0055555555555595,2.0,tied for rank 2,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
plumber,trust in government,-0.1277777777777808,10.0,rank 10,-0.105555555555558,16,rank 16,-0.0055555555555591,6,tied for rank 6,-3.950549127170604e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
police officer,climate change,3.774758283725532e-15,3.0,tied for rank 3,-0.0111111111111072,15,tied for rank 15,0.2777777777777819,6,rank 6,-0.0666666666666628,6.0,rank 6,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
police officer,economic redistribution,,,,-0.2722222222222197,27,rank 27,0.5000000000000024,5,rank 5,2.886579864025407e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
police officer,gender equality,0.0500000000000038,9.0,rank 9,-0.0111111111111084,8,tied for rank 8,0.0500000000000038,8,tied for rank 8,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
police officer,immigration,0.0277777777777823,5.0,tied for rank 5,-0.0944444444444405,23,rank 23,0.2611111111111139,5,rank 5,-0.1388888888888855,21.0,tied for rank 21,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
police officer,lgbtq rights,-0.0222222222222185,15.0,tied for rank 15,-0.127777777777776,24,rank 24,0.0722222222222246,15,rank 15,-0.2388888888888867,24.0,rank 24,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
police officer,religion and secularism,-0.0166666666666639,13.0,tied for rank 13,0.0444444444444471,6,rank 6,0.2500000000000029,1,rank 1,2.6645352591003757e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
police officer,trust in government,-0.016666666666663,5.0,rank 5,1.7763568394002505e-15,6,tied for rank 6,0.3444444444444474,1,rank 1,2.886579864025407e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
real estate agent,climate change,2.434664321895146e-15,3.0,tied for rank 3,0.0111111111111135,12,tied for rank 12,-0.1055555555555528,19,rank 19,-0.0444444444444418,5.0,rank 5,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
real estate agent,economic redistribution,,,,-0.211111111111109,26,rank 26,-0.1222222222222194,23,rank 23,1.8517466810168504e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
real estate agent,gender equality,0.0166666666666696,12.0,rank 12,0.0333333333333364,4,tied for rank 4,-0.0111111111111083,14,rank 14,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
real estate agent,immigration,0.0611111111111139,1.0,tied for rank 1,0.1888888888888913,5,rank 5,0.2055555555555577,7,rank 7,0.1111111111111132,10.0,rank 10,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
real estate agent,lgbtq rights,0.0333333333333357,10.0,rank 10,0.0777777777777793,18,rank 18,0.0444444444444467,17,rank 17,0.016666666666668,15.0,rank 15,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
real estate agent,religion and secularism,0.0388888888888909,8.0,tied for rank 8,-0.0111111111111092,12,rank 12,0.0055555555555574,7,tied for rank 7,1.912042218500384e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
real estate agent,trust in government,-0.0055555555555518,4.0,tied for rank 4,-0.0222222222222198,9,rank 9,2.203420517218709e-15,5,tied for rank 5,1.8640158169023876e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
registered nurse,climate change,6.661338147750939e-15,3.0,tied for rank 3,0.0166666666666732,11,tied for rank 11,0.2888888888888947,4,rank 4,0.0388888888888954,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
registered nurse,economic redistribution,,,,0.4166666666666727,3,rank 3,0.4500000000000053,6,rank 6,0.0055555555555601,3.0,rank 3,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
registered nurse,gender equality,0.2000000000000068,1.0,rank 1,0.0555555555555629,1,tied for rank 1,0.0666666666666739,7,rank 7,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
registered nurse,immigration,-0.022222222222215,10.0,tied for rank 10,0.2555555555555622,2,rank 2,0.0388888888888938,12,rank 12,0.2055555555555606,5.0,rank 5,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
registered nurse,lgbtq rights,0.1111111111111173,5.0,tied for rank 5,0.3666666666666724,10,rank 10,0.2111111111111177,7,tied for rank 7,0.1777777777777824,8.0,rank 8,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
registered nurse,religion and secularism,4.884981308350689e-15,12.0,tied for rank 12,-0.0333333333333285,14,tied for rank 14,0.0111111111111157,6,rank 6,4.6629367034256575e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
registered nurse,trust in government,-0.0444444444444389,7.0,tied for rank 7,0.011111111111115,4,rank 4,-0.0055555555555504,6,tied for rank 6,4.6629367034256575e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
social worker,climate change,-2.6233517827064295e-15,3.0,tied for rank 3,0.1055555555555528,5,rank 5,0.2944444444444417,3,tied for rank 3,0.0388888888888864,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
social worker,economic redistribution,,,,0.47222222222222,1,rank 1,0.8277777777777761,1,rank 1,0.2999999999999981,1.0,rank 1,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
social worker,gender equality,0.1888888888888861,2.0,tied for rank 2,0.0555555555555525,1,tied for rank 1,0.2055555555555527,1,rank 1,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
social worker,immigration,-0.1611111111111132,20.0,rank 20,0.0333333333333307,15,tied for rank 15,-0.0166666666666684,17,rank 17,0.2722222222222203,2.0,rank 2,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
social worker,lgbtq rights,0.1999999999999971,1.0,rank 1,0.6999999999999958,1,rank 1,0.2444444444444417,5,rank 5,0.3222222222222191,1.0,tied for rank 1,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
social worker,religion and secularism,-0.4444444444444458,25.0,rank 25,-0.1444444444444462,21,rank 21,-0.0388888888888909,12,rank 12,-0.0166666666666685,4.0,rank 4,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
social worker,trust in government,-0.7833333333333344,25.0,rank 25,-0.2000000000000008,23,tied for rank 23,0.0055555555555539,4,tied for rank 4,-1.8814323766111836e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
truck driver,climate change,-7.549516567451064e-15,3.0,tied for rank 3,-0.0833333333333401,19,rank 19,-0.5944444444444519,28,rank 28,-0.3555555555555625,14.0,rank 14,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
truck driver,economic redistribution,,,,0.1333333333333277,19,rank 19,-0.1833333333333384,26,rank 26,-3.9968028886505635e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
truck driver,gender equality,-0.0388888888888967,18.0,tied for rank 18,-0.0944444444444534,11,rank 11,-0.3722222222222293,24,rank 24,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
truck driver,immigration,-0.1166666666666733,17.0,rank 17,-0.0333333333333403,21,rank 21,-0.0333333333333374,20,tied for rank 20,-0.1555555555555607,24.0,rank 24,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
truck driver,lgbtq rights,-0.0833333333333405,20.0,tied for rank 20,-0.3000000000000096,27,tied for rank 27,-0.3888888888888964,27,rank 27,-0.2166666666666736,23.0,tied for rank 23,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
truck driver,religion and secularism,0.0944444444444403,3.0,rank 3,0.1111111111111067,2,rank 2,-0.0611111111111155,16,tied for rank 16,-4.218847493575595e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
truck driver,trust in government,-0.2611111111111148,17.0,tied for rank 17,-0.1611111111111143,21,rank 21,-0.0055555555555595,6,tied for rank 6,-4.218847493575595e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
veterinarian,climate change,-2.7617584886651144e-15,3.0,tied for rank 3,0.049999999999997,8,rank 8,0.2666666666666638,8,rank 8,0.0388888888888863,1.0,tied for rank 1,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
veterinarian,economic redistribution,,,,0.1555555555555524,18,rank 18,0.0166666666666649,11,rank 11,-2.0286877564928887e-15,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
veterinarian,gender equality,0.1388888888888859,5.0,tied for rank 5,0.0555555555555521,1,tied for rank 1,0.0833333333333305,6,rank 6,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
veterinarian,immigration,-0.0222222222222244,10.0,tied for rank 10,0.0611111111111081,12,tied for rank 12,-0.0277777777777794,19,tied for rank 19,0.1944444444444421,6.0,tied for rank 6,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
veterinarian,lgbtq rights,0.1111111111111081,5.0,tied for rank 5,0.4166666666666628,6,rank 6,0.2999999999999971,2,rank 2,0.2999999999999966,2.0,rank 2,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
veterinarian,religion and secularism,-0.0166666666666687,13.0,tied for rank 13,-0.0444444444444467,15,rank 15,-0.0500000000000022,14,tied for rank 14,-2.0386390837596753e-15,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
veterinarian,trust in government,-0.0333333333333345,6.0,rank 6,-0.0388888888888898,10,tied for rank 10,-0.0055555555555572,6,tied for rank 6,-2.0631338677308015e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
waiter,climate change,-2.220446049250313e-15,3.0,tied for rank 3,-0.0055555555555584,14,tied for rank 14,-0.3944444444444452,25,rank 25,-0.0333333333333354,4.0,rank 4,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
waiter,economic redistribution,,,,0.3388888888888874,9,tied for rank 9,-0.0722222222222224,20,rank 20,-8.881784197001252e-16,4.0,tied for rank 4,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
waiter,gender equality,-0.0555555555555571,20.0,rank 20,-0.005555555555559,7,tied for rank 7,-0.0944444444444467,16,rank 16,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
waiter,immigration,-0.0944444444444456,16.0,rank 16,0.0555555555555533,13,rank 13,-0.0277777777777776,19,tied for rank 19,-0.0444444444444442,18.0,rank 18,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
waiter,lgbtq rights,0.0277777777777756,11.0,tied for rank 11,-0.0500000000000009,21,rank 21,-0.061111111111112,19,tied for rank 19,-0.0055555555555568,17.0,rank 17,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
waiter,religion and secularism,0.0055555555555546,11.0,rank 11,0.0277777777777761,7,tied for rank 7,-0.0444444444444454,13,rank 13,-8.881784197001252e-16,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
waiter,trust in government,-0.349999999999999,21.0,rank 21,-0.1333333333333339,19,rank 19,-0.0055555555555562,6,tied for rank 6,-1.1102230246251563e-15,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
